Country,Date,Temperature,Rainfall,Relative_Humidity
Guinea,2014-10-26,25.9,0.9,84
Guinea,2014-10-27,26.3,2.7,83
Guinea,2014-10-28,26.0,4.3,83
Guinea,2014-10-29,25.5,9.6,85
Guinea,2014-10-30,25.3,13.4,87
Guinea,2014-10-31,25.6,7.9,85
Guinea,2014-11-01,25.5,2.8,85
Guinea,2014-11-02,25.0,13.0,90
Guinea,2014-11-03,25.2,6.3,87
Guinea,2014-11-04,25.1,4.8,87
Guinea,2014-11-05,25.7,1.9,85
Guinea,2014-11-06,25.9,3.5,85
Guinea,2014-11-07,26.4,11.0,85
Guinea,2014-11-08,26.1,6.1,85
Guinea,2014-11-09,26.6,0.6,84
Guinea,2014-11-10,26.2,4.3,85
Guinea,2014-11-11,26.5,0.0,83
Guinea,2014-11-12,26.3,0.8,85
Guinea,2014-11-13,26.6,0.8,83
Guinea,2014-11-14,26.2,3.5,84
Guinea,2014-11-15,26.4,1.5,84
Guinea,2014-11-16,26.1,7.0,85
Guinea,2014-11-17,25.6,9.4,86
Guinea,2014-11-18,25.3,7.6,86
Guinea,2014-11-19,25.4,8.0,85
Guinea,2014-11-20,25.1,7.8,86
Guinea,2014-11-21,25.5,2.6,85
Guinea,2014-11-22,25.0,19.1,86
Guinea,2014-11-23,25.8,0.8,83
Guinea,2014-11-24,25.7,3.0,82
Guinea,2014-11-25,26.0,0.2,83
Guinea,2014-11-26,26.4,0.6,82
Guinea,2014-11-27,26.3,1.3,84
Guinea,2014-11-28,25.9,4.0,85
Guinea,2014-11-29,25.3,3.9,87
Guinea,2014-11-30,25.8,8.1,85
Guinea,2014-12-01,25.4,6.4,85
Guinea,2014-12-02,25.4,5.1,85
Guinea,2014-12-03,26.3,0.0,81
Guinea,2014-12-04,26.7,0.5,85
Guinea,2014-12-05,26.5,0.8,85
Guinea,2014-12-06,26.1,1.0,86
Guinea,2014-12-07,26.0,1.3,85
Guinea,2014-12-08,26.3,0.0,84
Guinea,2014-12-09,26.4,0.6,83
Guinea,2014-12-10,26.3,0.1,84
Guinea,2014-12-11,26.1,0.0,86
Guinea,2014-12-12,25.4,0.0,85
Guinea,2014-12-13,25.3,0.0,80
Guinea,2014-12-14,25.9,0.0,75
Guinea,2014-12-15,25.7,0.0,76
Guinea,2014-12-16,26.0,0.0,77
Guinea,2014-12-17,25.7,0.0,78
Guinea,2014-12-18,25.2,0.0,81
Guinea,2014-12-19,25.4,0.0,83
Guinea,2014-12-20,25.3,0.0,86
Guinea,2014-12-21,25.3,0.0,84
Guinea,2014-12-22,25.4,0.0,79
Guinea,2014-12-23,25.4,0.0,78
Guinea,2014-12-24,25.6,0.0,80
Guinea,2014-12-25,25.7,0.0,83
Guinea,2014-12-26,25.5,0.0,85
Guinea,2014-12-27,25.4,0.0,82
Guinea,2014-12-28,25.9,0.0,67
Guinea,2014-12-29,25.6,0.0,62
Guinea,2014-12-30,25.0,0.0,74
Guinea,2014-12-31,24.8,0.0,78
Guinea,2015-01-01,24.9,0.0,74
Guinea,2015-01-02,24.9,0.0,75
Guinea,2015-01-03,25.0,0.0,77
Guinea,2015-01-04,25.0,0.0,78
Guinea,2015-01-05,25.1,0.0,75
Guinea,2015-01-06,25.1,0.0,72
Guinea,2015-01-07,24.8,0.0,81
Guinea,2015-01-08,24.7,0.0,78
Guinea,2015-01-09,24.8,0.0,80
Guinea,2015-01-10,25.4,0.0,80
Guinea,2015-01-11,25.3,0.0,79
Guinea,2015-01-12,25.0,0.0,78
Guinea,2015-01-13,24.9,0.0,78
Guinea,2015-01-14,24.8,0.0,78
Guinea,2015-01-15,24.6,0.0,79
Guinea,2015-01-16,24.8,0.0,82
Guinea,2015-01-17,25.4,0.0,77
Guinea,2015-01-18,25.1,0.0,81
Guinea,2015-01-19,25.0,0.0,81
Guinea,2015-01-20,25.3,0.0,82
Guinea,2015-01-21,24.9,0.0,82
Guinea,2015-01-22,25.6,0.0,77
Guinea,2015-01-23,26.3,0.0,73
Guinea,2015-01-24,26.0,0.0,77
Guinea,2015-01-25,25.8,0.0,78
Guinea,2015-01-26,25.9,0.0,78
Guinea,2015-01-27,25.9,0.0,79
Guinea,2015-01-28,25.9,0.0,79
Guinea,2015-01-29,25.5,0.0,82
Guinea,2015-01-30,25.4,0.0,80
Guinea,2015-01-31,25.6,0.0,78
Guinea,2015-02-01,25.6,0.0,72
Guinea,2015-02-02,26.3,0.0,67
Guinea,2015-02-03,25.7,0.0,73
Guinea,2015-02-04,25.3,0.0,75
Guinea,2015-02-05,25.4,0.0,76
Guinea,2015-02-06,25.5,0.0,77
Guinea,2015-02-07,25.7,0.0,77
Guinea,2015-02-08,25.9,0.0,72
Guinea,2015-02-09,26.0,0.0,72
Guinea,2015-02-10,25.7,0.0,80
Guinea,2015-02-11,25.7,0.0,79
Guinea,2015-02-12,25.2,0.0,77
Guinea,2015-02-13,25.6,0.0,77
Guinea,2015-02-14,26.3,0.0,77
Guinea,2015-02-15,26.8,0.2,80
Guinea,2015-02-16,26.0,1.1,79
Guinea,2015-02-17,25.9,0.0,74
Guinea,2015-02-18,25.3,0.0,77
Guinea,2015-02-19,25.3,0.0,77
Guinea,2015-02-20,25.8,0.0,73
Guinea,2015-02-21,26.3,0.0,73
Guinea,2015-02-22,26.1,0.0,72
Guinea,2015-02-23,26.0,0.0,77
Guinea,2015-02-24,26.1,0.0,80
Guinea,2015-02-25,25.8,0.0,70
Guinea,2015-02-26,25.1,0.0,74
Guinea,2015-02-27,25.0,0.0,77
Guinea,2015-02-28,25.1,0.0,79
Guinea,2015-03-01,25.4,0.0,75
Guinea,2015-03-02,25.5,0.0,74
Guinea,2015-03-03,25.0,0.0,78
Guinea,2015-03-04,24.9,0.0,78
Guinea,2015-03-05,25.3,0.0,76
Guinea,2015-03-06,25.8,0.0,70
Guinea,2015-03-07,25.5,0.0,74
Guinea,2015-03-08,25.4,0.0,74
Guinea,2015-03-09,25.4,0.0,72
Guinea,2015-03-10,26.6,0.0,66
Guinea,2015-03-11,26.9,0.0,70
Guinea,2015-03-12,26.2,0.0,78
Guinea,2015-03-13,26.1,0.0,77
Guinea,2015-03-14,26.0,0.0,79
Guinea,2015-03-15,25.9,0.0,81
Guinea,2015-03-16,26.1,0.0,79
Guinea,2015-03-17,26.0,0.0,74
Guinea,2015-03-18,26.2,0.6,76
Guinea,2015-03-19,26.4,0.8,73
Guinea,2015-03-20,26.1,0.0,77
Guinea,2015-03-21,26.4,0.0,73
Guinea,2015-03-22,26.3,0.0,76
Guinea,2015-03-23,25.6,0.0,77
Guinea,2015-03-24,26.8,0.0,64
Guinea,2015-03-25,25.5,0.0,73
Guinea,2015-03-26,24.8,0.0,72
Guinea,2015-03-27,25.0,0.0,66
Guinea,2015-03-28,25.4,0.0,66
Guinea,2015-03-29,24.8,0.0,72
Guinea,2015-03-30,24.6,0.0,79
Guinea,2015-03-31,25.1,0.0,78
Guinea,2015-04-01,25.5,0.0,74
Guinea,2015-04-02,25.5,0.0,73
Guinea,2015-04-03,25.5,0.0,74
Guinea,2015-04-04,25.2,0.0,73
Guinea,2015-04-05,25.0,0.0,79
Guinea,2015-04-06,25.2,0.0,80
Guinea,2015-04-07,25.8,0.0,77
Guinea,2015-04-08,26.0,0.0,75
Guinea,2015-04-09,26.8,0.0,66
Guinea,2015-04-10,26.5,0.0,76
Guinea,2015-04-11,26.6,0.0,80
Guinea,2015-04-12,26.4,0.0,78
Guinea,2015-04-13,26.4,0.0,80
Guinea,2015-04-14,26.6,0.0,77
Guinea,2015-04-15,26.3,0.0,74
Guinea,2015-04-16,26.3,0.0,77
Guinea,2015-04-17,26.3,0.0,80
Guinea,2015-04-18,26.0,0.0,80
Guinea,2015-04-19,26.1,0.0,71
Guinea,2015-04-20,25.9,0.0,78
Guinea,2015-04-21,26.1,0.0,78
Guinea,2015-04-22,26.0,0.4,77
Guinea,2015-04-23,26.2,0.0,79
Guinea,2015-04-24,25.9,0.0,80
Guinea,2015-04-25,26.5,0.0,81
Guinea,2015-04-26,26.5,0.0,80
Guinea,2015-04-27,26.5,0.0,80
Guinea,2015-04-28,26.6,2.7,80
Guinea,2015-04-29,26.4,0.8,81
Guinea,2015-04-30,26.7,0.0,79
Guinea,2015-05-01,27.0,0.6,82
Guinea,2015-05-02,27.0,0.0,81
Guinea,2015-05-03,27.0,0.6,81
Guinea,2015-05-04,26.6,0.0,80
Guinea,2015-05-05,26.5,0.0,82
Guinea,2015-05-06,26.8,0.9,83
Guinea,2015-05-07,26.7,0.2,83
Guinea,2015-05-08,26.8,0.0,80
Guinea,2015-05-09,26.7,4.4,83
Guinea,2015-05-10,26.7,4.0,82
Guinea,2015-05-11,26.9,0.9,81
Guinea,2015-05-12,27.2,0.9,80
Guinea,2015-05-13,26.7,6.9,83
Guinea,2015-05-14,27.0,0.3,82
Guinea,2015-05-15,27.3,0.4,83
Guinea,2015-05-16,27.0,2.4,84
Guinea,2015-05-17,26.6,5.0,85
Guinea,2015-05-18,26.1,8.5,87
Guinea,2015-05-19,26.5,3.3,86
Guinea,2015-05-20,27.0,0.2,83
Guinea,2015-05-21,26.6,0.6,85
Guinea,2015-05-22,26.7,1.2,83
Guinea,2015-05-23,26.8,0.1,82
Guinea,2015-05-24,26.8,1.4,82
Guinea,2015-05-25,26.7,2.4,83
Guinea,2015-05-26,26.9,6.7,84
Guinea,2015-05-27,27.4,1.0,83
Guinea,2015-05-28,27.1,1.8,83
Guinea,2015-05-29,26.5,13.1,84
Guinea,2015-05-30,26.9,0.5,83
Guinea,2015-05-31,27.5,1.1,82
Guinea,2015-06-01,27.1,2.4,83
Guinea,2015-06-02,25.9,5.5,87
Guinea,2015-06-03,26.1,4.5,85
Guinea,2015-06-04,26.0,7.0,85
Guinea,2015-06-05,25.7,8.2,85
Guinea,2015-06-06,26.0,3.1,84
Guinea,2015-06-07,26.5,2.7,85
Guinea,2015-06-08,26.5,2.9,86
Guinea,2015-06-09,25.9,9.1,85
Guinea,2015-06-10,25.7,8.8,85
Guinea,2015-06-11,25.7,1.8,85
Guinea,2015-06-12,26.4,1.7,85
Guinea,2015-06-13,25.7,14.2,86
Guinea,2015-06-14,25.7,10.5,86
Guinea,2015-06-15,25.7,4.5,84
Guinea,2015-06-16,25.6,4.3,85
Guinea,2015-06-17,25.5,5.8,85
Guinea,2015-06-18,25.3,10.0,87
Guinea,2015-06-19,25.4,18.9,86
Guinea,2015-06-20,25.2,6.7,86
Guinea,2015-06-21,25.5,3.8,85
Guinea,2015-06-22,25.4,3.9,86
Guinea,2015-06-23,25.1,11.3,87
Guinea,2015-06-24,25.5,5.1,84
Guinea,2015-06-25,26.0,4.6,83
Guinea,2015-06-26,26.0,3.8,84
Guinea,2015-06-27,25.3,8.4,85
Guinea,2015-06-28,25.1,8.7,86
Guinea,2015-06-29,24.7,7.7,89
Guinea,2015-06-30,25.0,2.3,87
Guinea,2015-07-01,25.3,6.1,85
Guinea,2015-07-02,25.5,4.7,84
Guinea,2015-07-03,26.3,4.5,83
Guinea,2015-07-04,26.2,1.9,82
Guinea,2015-07-05,25.4,7.0,85
Guinea,2015-07-06,25.6,18.2,86
Guinea,2015-07-07,25.5,7.1,86
Guinea,2015-07-08,25.4,10.4,87
Guinea,2015-07-09,25.2,7.5,86
Guinea,2015-07-10,24.3,38.3,91
Guinea,2015-07-11,25.6,4.2,87
Guinea,2015-07-12,25.5,8.6,86
Guinea,2015-07-13,25.6,7.1,85
Guinea,2015-07-14,25.4,6.9,86
Guinea,2015-07-15,25.4,10.5,86
Guinea,2015-07-16,24.9,12.3,87
Guinea,2015-07-17,25.2,8.0,85
Guinea,2015-07-18,25.7,6.2,84
Guinea,2015-07-19,25.0,6.6,87
Guinea,2015-07-20,25.2,5.7,87
Guinea,2015-07-21,24.8,15.4,88
Guinea,2015-07-22,24.7,8.7,88
Guinea,2015-07-23,24.6,11.0,88
Guinea,2015-07-24,24.7,3.3,86
Guinea,2015-07-25,24.9,20.8,85
Guinea,2015-07-26,24.0,65.9,88
Guinea,2015-07-27,23.8,117.3,91
Guinea,2015-07-28,24.2,56.2,86
Guinea,2015-07-29,24.7,4.3,79
Guinea,2015-07-30,24.0,10.6,87
Guinea,2015-07-31,24.1,16.1,87
Guinea,2015-08-01,24.8,6.6,84
Guinea,2015-08-02,25.2,3.2,82
Guinea,2015-08-03,24.7,14.8,88
Guinea,2015-08-04,23.9,43.6,93
Guinea,2015-08-05,25.0,10.4,87
Guinea,2015-08-06,24.8,4.2,88
Guinea,2015-08-07,25.1,3.6,88
Guinea,2015-08-08,24.9,4.8,89
Guinea,2015-08-09,24.1,65.0,91
Guinea,2015-08-10,24.2,127.2,90
Guinea,2015-08-11,24.6,14.6,88
Guinea,2015-08-12,24.4,15.9,90
Guinea,2015-08-13,25.5,4.1,85
Guinea,2015-08-14,25.5,6.9,86
Guinea,2015-08-15,25.5,9.7,87
Guinea,2015-08-16,24.4,90.0,91
Guinea,2015-08-17,24.8,34.0,88
Guinea,2015-08-18,25.3,3.0,84
Guinea,2015-08-19,24.8,18.3,88
Guinea,2015-08-20,24.4,84.8,91
Guinea,2015-08-21,25.2,44.4,88
Guinea,2015-08-22,24.2,45.8,92
Guinea,2015-08-23,24.8,8.3,87
Guinea,2015-08-24,25.3,4.3,86
Guinea,2015-08-25,25.6,6.8,86
Guinea,2015-08-26,24.5,17.3,90
Guinea,2015-08-27,25.2,5.8,86
Guinea,2015-08-28,25.0,16.1,88
Guinea,2015-08-29,24.2,74.7,91
Guinea,2015-08-30,25.1,2.9,81
Guinea,2015-08-31,25.1,0.8,78
Guinea,2015-09-01,24.4,16.1,85
Guinea,2015-09-02,25.3,6.0,85
Guinea,2015-09-03,24.4,16.5,90
Guinea,2015-09-04,24.6,6.2,88
Guinea,2015-09-05,24.4,16.8,90
Guinea,2015-09-06,24.0,53.4,92
Guinea,2015-09-07,24.2,142.2,90
Guinea,2015-09-08,25.4,75.8,86
Guinea,2015-09-09,25.8,17.8,86
Guinea,2015-09-10,24.4,12.6,89
Guinea,2015-09-11,25.0,63.6,86
Guinea,2015-09-12,25.8,8.3,84
Guinea,2015-09-13,25.7,12.7,85
Guinea,2015-09-14,25.0,14.1,88
Guinea,2015-09-15,24.5,18.2,89
Guinea,2015-09-16,24.4,19.9,89
Guinea,2015-09-17,25.4,0.7,84
Guinea,2015-09-18,25.7,6.0,85
Guinea,2015-09-19,24.9,6.3,88
Guinea,2015-09-20,25.6,3.5,85
Guinea,2015-09-21,25.5,2.8,87
Guinea,2015-09-22,25.2,12.7,88
Guinea,2015-09-23,24.6,83.6,89
Guinea,2015-09-24,25.8,1.1,83
Guinea,2015-09-25,26.5,4.3,82
Guinea,2015-09-26,25.5,8.0,86
Guinea,2015-09-27,25.1,13.6,88
Guinea,2015-09-28,24.7,15.4,89
Guinea,2015-09-29,25.0,10.4,87
Guinea,2015-09-30,25.3,2.2,86
Guinea,2015-10-01,25.4,17.0,86
Guinea,2015-10-02,26.0,0.8,84
Guinea,2015-10-03,26.0,5.6,86
Guinea,2015-10-04,26.3,6.2,84
Guinea,2015-10-05,25.9,11.8,86
Guinea,2015-10-06,25.0,28.9,88
Guinea,2015-10-07,25.2,5.8,86
Guinea,2015-10-08,26.3,4.5,83
Guinea,2015-10-09,25.8,4.2,86
Guinea,2015-10-10,25.7,1.7,86
Guinea,2015-10-11,25.6,4.8,88
Guinea,2015-10-12,26.0,5.9,85
Guinea,2015-10-13,26.0,7.2,84
Guinea,2015-10-14,25.4,2.6,88
Guinea,2015-10-15,25.6,2.0,85
Guinea,2015-10-16,25.9,2.6,86
Guinea,2015-10-17,25.9,7.0,85
Guinea,2015-10-18,26.4,4.7,85
Guinea,2015-10-19,25.9,5.6,85
Guinea,2015-10-20,24.9,31.9,88
Guinea,2015-10-21,25.7,4.7,85
Guinea,2015-10-22,25.9,7.7,84
Guinea,2015-10-23,26.6,5.7,83
Guinea,2015-10-24,26.2,14.5,85
Guinea,2015-10-25,25.7,11.3,85
Guinea,2015-10-26,25.9,3.2,85
Guinea,2015-10-27,25.7,13.4,86
Guinea,2015-10-28,25.7,5.1,84
Guinea,2015-10-29,26.1,10.3,85
Guinea,2015-10-30,25.6,7.9,87
Guinea,2015-10-31,25.3,2.4,87
Guinea,2015-11-01,25.4,9.9,84
Guinea,2015-11-02,25.4,13.8,86
Guinea,2015-11-03,25.9,2.3,84
Guinea,2015-11-04,26.7,0.6,84
Guinea,2015-11-05,26.4,5.9,85
Guinea,2015-11-06,25.8,2.4,86
Guinea,2015-11-07,26.1,1.9,85
Guinea,2015-11-08,25.9,8.4,86
Guinea,2015-11-09,25.9,1.9,85
Guinea,2015-11-10,25.8,6.5,86
Guinea,2015-11-11,25.6,9.2,84
Guinea,2015-11-12,25.9,2.2,84
Guinea,2015-11-13,26.1,0.0,84
Guinea,2015-11-14,26.1,1.1,87
Guinea,2015-11-15,26.3,0.9,85
Guinea,2015-11-16,26.6,0.3,83
Guinea,2015-11-17,26.4,0.7,83
Guinea,2015-11-18,26.3,0.3,82
Guinea,2015-11-19,26.8,0.0,80
Guinea,2015-11-20,27.0,0.0,82
Guinea,2015-11-21,26.9,0.0,83
Guinea,2015-11-22,26.8,0.1,80
Guinea,2015-11-23,26.8,1.4,78
Guinea,2015-11-24,26.4,5.8,81
Guinea,2015-11-25,26.7,0.0,84
Guinea,2015-11-26,27.2,0.2,82
Guinea,2015-11-27,27.1,0.4,81
Guinea,2015-11-28,26.8,0.7,83
Guinea,2015-11-29,27.3,0.0,81
Guinea,2015-11-30,27.0,0.0,83
Guinea,2015-12-01,27.0,0.1,81
Guinea,2015-12-02,26.7,0.0,80
Guinea,2015-12-03,26.6,0.0,80
Guinea,2015-12-04,26.7,0.0,83
Guinea,2015-12-05,26.8,0.0,82
Guinea,2015-12-06,26.1,0.0,84
Guinea,2015-12-07,26.2,0.2,82
Guinea,2015-12-08,26.5,0.0,79
Guinea,2015-12-09,26.5,0.0,78
Guinea,2015-12-10,26.2,0.0,80
Guinea,2015-12-11,26.0,0.0,82
Guinea,2015-12-12,26.2,0.0,80
Guinea,2015-12-13,26.2,0.0,80
Guinea,2015-12-14,26.3,0.0,75
Guinea,2015-12-15,26.2,0.0,75
Guinea,2015-12-16,26.1,0.0,77
Guinea,2015-12-17,25.8,0.0,77
Guinea,2015-12-18,25.7,0.0,76
Guinea,2015-12-19,25.8,0.0,75
Guinea,2015-12-20,25.9,0.0,73
Guinea,2015-12-21,25.5,0.0,78
Guinea,2015-12-22,26.2,0.0,74
Guinea,2015-12-23,26.2,0.0,75
Guinea,2015-12-24,26.8,0.0,74
Guinea,2015-12-25,26.6,0.0,69
Guinea,2015-12-26,25.9,0.0,76
Guinea,2015-12-27,26.7,0.0,71
Guinea,2015-12-28,27.2,0.0,54
Guinea,2015-12-29,26.0,0.0,50
Guinea,2015-12-30,25.8,0.0,67
Guinea,2015-12-31,25.3,0.0,72
Guinea,2016-01-01,25.9,0.0,73
Guinea,2016-01-02,26.3,0.0,75
Guinea,2016-01-03,25.8,0.0,82
Guinea,2016-01-04,26.2,0.1,74
Guinea,2016-01-05,25.9,0.5,51
Guinea,2016-01-06,24.6,0.5,61
Guinea,2016-01-07,24.5,0.1,73
Guinea,2016-01-08,24.7,0.0,79
Guinea,2016-01-09,26.1,0.0,77
Guinea,2016-01-10,26.9,0.0,73
Guinea,2016-01-11,26.3,0.0,82
Guinea,2016-01-12,26.3,0.0,81
Guinea,2016-01-13,25.8,0.0,83
Guinea,2016-01-14,26.4,0.0,80
Guinea,2016-01-15,26.3,0.0,78
Guinea,2016-01-16,26.2,0.0,80
Guinea,2016-01-17,26.1,0.0,83
Guinea,2016-01-18,26.0,0.0,81
Guinea,2016-01-19,26.1,0.0,81
Guinea,2016-01-20,26.2,1.5,83
Guinea,2016-01-21,26.1,0.4,81
Guinea,2016-01-22,26.5,0.0,75
Guinea,2016-01-23,27.0,0.0,69
Guinea,2016-01-24,26.4,0.0,72
Guinea,2016-01-25,25.5,0.0,81
Guinea,2016-01-26,26.4,0.0,79
Guinea,2016-01-27,26.7,0.0,76
Guinea,2016-01-28,27.8,0.0,43
Guinea,2016-01-29,27.1,0.0,49
Guinea,2016-01-30,26.3,0.0,70
Guinea,2016-01-31,25.5,0.0,78
Guinea,2016-02-01,25.5,0.0,78
Guinea,2016-02-02,26.2,0.0,72
Guinea,2016-02-03,25.6,0.0,70
Guinea,2016-02-04,25.3,0.0,80
Guinea,2016-02-05,25.7,0.0,79
Guinea,2016-02-06,26.1,0.0,79
Guinea,2016-02-07,25.8,0.0,82
Guinea,2016-02-08,25.6,0.0,82
Guinea,2016-02-09,26.0,0.0,78
Guinea,2016-02-10,25.9,0.0,78
Guinea,2016-02-11,25.6,0.0,80
Guinea,2016-02-12,25.7,0.0,78
Guinea,2016-02-13,26.1,0.0,77
Guinea,2016-02-14,25.9,0.0,79
Guinea,2016-02-15,26.0,0.0,79
Guinea,2016-02-16,25.9,0.0,79
Guinea,2016-02-17,25.9,0.0,82
Guinea,2016-02-18,26.6,0.0,77
Guinea,2016-02-19,26.2,0.0,80
Guinea,2016-02-20,27.0,0.0,66
Guinea,2016-02-21,27.7,0.0,41
Guinea,2016-02-22,26.2,0.0,71
Guinea,2016-02-23,25.9,0.0,81
Guinea,2016-02-24,25.7,0.0,82
Guinea,2016-02-25,25.4,0.0,82
Guinea,2016-02-26,25.5,0.0,80
Guinea,2016-02-27,25.3,0.0,82
Guinea,2016-02-28,25.3,0.0,78
Guinea,2016-02-29,25.2,0.0,81
Guinea,2016-03-01,25.9,0.0,80
Guinea,2016-03-02,26.3,0.0,79
Guinea,2016-03-03,26.8,0.0,71
Guinea,2016-03-04,26.7,0.0,77
Guinea,2016-03-05,27.0,0.0,81
Guinea,2016-03-06,26.8,0.0,78
Guinea,2016-03-07,26.8,0.0,76
Guinea,2016-03-08,26.8,0.0,77
Guinea,2016-03-09,27.1,0.0,78
Guinea,2016-03-10,27.0,0.0,73
Guinea,2016-03-11,27.3,0.0,73
Guinea,2016-03-12,26.7,0.0,74
Guinea,2016-03-13,26.5,0.0,73
Guinea,2016-03-14,26.6,0.0,73
Guinea,2016-03-15,26.8,0.0,74
Guinea,2016-03-16,26.7,0.0,75
Guinea,2016-03-17,26.5,0.0,72
Guinea,2016-03-18,26.3,0.0,76
Guinea,2016-03-19,26.6,0.0,78
Guinea,2016-03-20,26.8,0.0,77
Guinea,2016-03-21,27.0,0.0,70
Guinea,2016-03-22,27.2,0.0,70
Guinea,2016-03-23,27.0,0.0,71
Sierra Leone,2014-08-29,25.4,3.0,82
Sierra Leone,2014-08-30,25.5,5.5,84
Sierra Leone,2014-08-31,24.8,11.7,87
Sierra Leone,2014-09-01,25.1,6.7,84
Sierra Leone,2014-09-02,24.8,6.7,84
Sierra Leone,2014-09-03,24.1,33.1,88
Sierra Leone,2014-09-04,24.8,16.6,85
Sierra Leone,2014-09-05,25.4,1.0,82
Sierra Leone,2014-09-06,24.7,39.3,86
Sierra Leone,2014-09-07,24.2,35.4,89
Sierra Leone,2014-09-08,24.7,4.8,85
Sierra Leone,2014-09-09,24.9,10.1,82
Sierra Leone,2014-09-10,24.8,10.9,83
Sierra Leone,2014-09-11,25.0,5.7,79
Sierra Leone,2014-09-12,25.1,1.5,79
Sierra Leone,2014-09-13,25.2,6.3,84
Sierra Leone,2014-09-14,24.5,17.7,88
Sierra Leone,2014-09-15,24.5,13.6,87
Sierra Leone,2014-09-16,24.5,16.9,87
Sierra Leone,2014-09-17,24.5,27.0,87
Sierra Leone,2014-09-18,24.2,19.0,87
Sierra Leone,2014-09-19,24.0,18.2,89
Sierra Leone,2014-09-20,25.1,1.3,84
Sierra Leone,2014-09-21,24.0,18.2,91
Sierra Leone,2014-09-22,24.8,17.8,88
Sierra Leone,2014-09-23,24.9,10.9,85
Sierra Leone,2014-09-24,25.3,6.5,82
Sierra Leone,2014-09-25,24.6,26.6,86
Sierra Leone,2014-09-26,24.9,18.0,85
Sierra Leone,2014-09-27,25.8,1.3,81
Sierra Leone,2014-09-28,25.1,7.8,85
Sierra Leone,2014-09-29,24.7,13.3,86
Sierra Leone,2014-09-30,25.6,1.1,82
Sierra Leone,2014-10-01,25.6,4.6,82
Sierra Leone,2014-10-02,25.2,15.5,84
Sierra Leone,2014-10-03,25.0,11.1,84
Sierra Leone,2014-10-04,25.2,18.4,85
Sierra Leone,2014-10-05,25.0,5.9,87
Sierra Leone,2014-10-06,25.0,16.0,85
Sierra Leone,2014-10-07,23.7,49.9,93
Sierra Leone,2014-10-08,25.6,4.2,82
Sierra Leone,2014-10-09,25.2,17.9,85
Sierra Leone,2014-10-10,25.9,1.7,82
Sierra Leone,2014-10-11,25.8,1.9,81
Sierra Leone,2014-10-12,25.5,5.0,83
Sierra Leone,2014-10-13,25.2,8.2,87
Sierra Leone,2014-10-14,25.0,15.2,86
Sierra Leone,2014-10-15,25.5,8.4,84
Sierra Leone,2014-10-16,25.9,8.2,82
Sierra Leone,2014-10-17,26.2,2.3,82
Sierra Leone,2014-10-18,25.6,6.7,84
Sierra Leone,2014-10-19,25.9,1.5,84
Sierra Leone,2014-10-20,25.1,19.4,86
